row,col,value
882,882,1.068512e+00
883,883,1.070588e+00
884,884,1.072664e+00
885,885,1.074740e+00
886,886,1.076817e+00
887,887,1.078893e+00
888,888,1.080969e+00
889,889,1.083045e+00
890,890,1.085121e+00
891,891,1.087197e+00
892,892,1.089273e+00
893,893,1.091349e+00
894,894,1.093426e+00
895,895,1.095502e+00
896,896,1.097578e+00
897,897,1.099654e+00
898,898,1.101730e+00
899,899,1.103806e+00
900,900,1.002191e+00
901,901,1.004383e+00
902,902,1.006574e+00
903,903,1.008766e+00
904,904,1.010957e+00
905,905,1.013149e+00
906,906,1.015340e+00
907,907,1.017532e+00
908,908,1.019723e+00
909,909,1.021915e+00
910,910,1.024106e+00
911,911,1.026298e+00
912,912,1.028489e+00
913,913,1.030681e+00
914,914,1.032872e+00
915,915,1.035063e+00
916,916,1.037255e+00
917,917,1.039446e+00
918,918,1.041638e+00
919,919,1.043829e+00
920,920,1.046021e+00
921,921,1.048212e+00
922,922,1.050404e+00
923,923,1.052595e+00
924,924,1.054787e+00
925,925,1.056978e+00
926,926,1.059170e+00
927,927,1.061361e+00
928,928,1.063552e+00
929,929,1.065744e+00
930,930,1.067935e+00
931,931,1.070127e+00
932,932,1.072318e+00
933,933,1.074510e+00
934,934,1.076701e+00
935,935,1.078893e+00
936,936,1.081084e+00
937,937,1.083276e+00
938,938,1.085467e+00
939,939,1.087659e+00
940,940,1.089850e+00
941,941,1.092042e+00
942,942,1.094233e+00
943,943,1.096424e+00
944,944,1.098616e+00
945,945,1.100807e+00
946,946,1.102999e+00
947,947,1.105190e+00
948,948,1.107382e+00
949,949,1.109573e+00
950,950,1.002307e+00
951,951,1.004614e+00
952,952,1.006920e+00
953,953,1.009227e+00
954,954,1.011534e+00
955,955,1.013841e+00
956,956,1.016148e+00
957,957,1.018454e+00
958,958,1.020761e+00
959,959,1.023068e+00
960,960,1.025375e+00
961,961,1.027682e+00
962,962,1.029988e+00
963,963,1.032295e+00
964,964,1.034602e+00
965,965,1.036909e+00
966,966,1.039216e+00
967,967,1.041522e+00
968,968,1.043829e+00
969,969,1.046136e+00
970,970,1.048443e+00
971,971,1.050750e+00
972,972,1.053057e+00
973,973,1.055363e+00
974,974,1.057670e+00
975,975,1.059977e+00
976,976,1.062284e+00
977,977,1.064591e+00
978,978,1.066897e+00
979,979,1.069204e+00
980,980,1.071511e+00
981,981,1.073818e+00
982,982,1.076125e+00
983,983,1.078431e+00
984,984,1.080738e+00
985,985,1.083045e+00
986,986,1.085352e+00
987,987,1.087659e+00
988,988,1.089965e+00
989,989,1.092272e+00
990,990,1.094579e+00
991,991,1.096886e+00
992,992,1.099193e+00
993,993,1.101499e+00
994,994,1.103806e+00
995,995,1.106113e+00
996,996,1.108420e+00
997,997,1.110727e+00
998,998,1.113033e+00
999,999,1.115340e+00
1000,1000,1.002422e+00
1001,1001,1.004844e+00
1002,1002,1.007266e+00
1003,1003,1.009689e+00
1004,1004,1.012111e+00
1005,1005,1.014533e+00
1006,1006,1.016955e+00
1007,1007,1.019377e+00
1008,1008,1.021799e+00
1009,1009,1.024221e+00
1010,1010,1.026644e+00
1011,1011,1.029066e+00
1012,1012,1.031488e+00
1013,1013,1.033910e+00
1014,1014,1.036332e+00
1015,1015,1.038754e+00
1016,1016,1.041176e+00
1017,1017,1.043599e+00
1018,1018,1.046021e+00
1019,1019,1.048443e+00
1020,1020,1.050865e+00
1021,1021,1.053287e+00
1022,1022,1.055709e+00
1023,1023,1.058131e+00
1024,1024,1.060554e+00
1025,1025,1.062976e+00
1026,1026,1.065398e+00
1027,1027,1.067820e+00
1028,1028,1.070242e+00
1029,1029,1.072664e+00
1030,1030,1.075087e+00
1031,1031,1.077509e+00
1032,1032,1.079931e+00
1033,1033,1.082353e+00
1034,1034,1.084775e+00
1035,1035,1.087197e+00
1036,1036,1.089619e+00
1037,1037,1.092042e+00
1038,1038,1.094464e+00
1039,1039,1.096886e+00
1040,1040,1.099308e+00
1041,1041,1.101730e+00
1042,1042,1.104152e+00
1043,1043,1.106574e+00
1044,1044,1.108997e+00
1045,1045,1.111419e+00
1046,1046,1.113841e+00
1047,1047,1.116263e+00
1048,1048,1.118685e+00
1049,1049,1.121107e+00
1050,1050,1.002537e+00
1051,1051,1.005075e+00
1052,1052,1.007612e+00
1053,1053,1.010150e+00
1054,1054,1.012687e+00
1055,1055,1.015225e+00
1056,1056,1.017762e+00
1057,1057,1.020300e+00
1058,1058,1.022837e+00
1059,1059,1.025375e+00
1060,1060,1.027912e+00
1061,1061,1.030450e+00
1062,1062,1.032987e+00
1063,1063,1.035525e+00
1064,1064,1.038062e+00
1065,1065,1.040600e+00
1066,1066,1.043137e+00
1067,1067,1.045675e+00
1068,1068,1.048212e+00
1069,1069,1.050750e+00
